case_id,title,pmid_or_doi,journal,year,disease_primary,icd_or_ordo_id,patient_age_group,patient_sex,presentation_summary,features_summary,negative_findings,diagnostic_tests_summary,treatment_summary,outcome,follow_up,has_figures,figure_count,oa_status,fulltext_url,license_note,parse_status,notes
pmid:41658680,Unilateral Optic Neuritis Post-COVID-19 Infection: A Case Report.,PMID:41658680; DOI:10.7759/cureus.101003,Cureus,2026,,,,,"COVID-19 has affected millions of individuals worldwide, yet the neuro-ophthalmic consequences among survivors remain incompletely characterized. In this case report, we describe a case of unilateral optic neuritis identified in the emergency department using ultrasound in a previously healthy young woman shortly after confirmed SARS-CoV-2 infection. This case highlights the importance of recogniz",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09102
pmid:41783133,Thyroid Pneumatosis Following Fishbone Ingestion: A Rare Case Report.,PMID:41783133; DOI:10.1155/crie/4133056,Case reports in endocrinology,2026,,,,,"<h4>Background</h4>Thyroid pneumatosis is an extremely rare condition, previously reported only once as a complication of an ultrasound-guided thyroid fine needle aspiration (FNA).<h4>Case report</h4>A 70-year-old male sought emergency care after experiencing a foreign body sensation in his throat. He was diagnosed with a retropharyngeal abscess caused by upper digestive tract perforation from fis",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09103
pmid:41908786,The use of intact fish skin grafts in the treatment of acute complicated bite wounds: a case report.,PMID:41908786; DOI:10.1093/jscr/rjag197,Journal of surgical case reports,2026,,,,,"The management of complex bite wounds, particularly in patients with comorbidities, presents a significant clinical challenge due to the high risk of infection and prolonged healing times. This case report highlights the successful use of intact fish skin grafts as a novel treatment modality for a primary contaminated bite wound at the patient with comorbidities such as diabetes mellitus and rheum",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09104
pmid:41536872,Posthydrocephalus corpus callosum damage and its mimics: A case report.,PMID:41536872; DOI:10.1016/j.radcr.2025.11.076,Radiology case reports,2026,,,,,"Hydrocephalus is a frequently encountered finding on routine brain imaging. A common underlying cause is aqueductal stenosis<b>,</b> which is typically diagnosed in the pediatric population. However, approximately 10% of aqueductal stenosis cases are identified in adults<b>.</b> Posthydrocephalus corpus callosum damage has been reported primarily in patients undergoing decompressive surgery for ch",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09105
pmid:41613957,Case Report: Diabetic ketoacidosis in a patient with Klinefelter syndrome: a rare and complex presentation.,PMID:41613957; DOI:10.3389/fendo.2025.1651488,Frontiers in endocrinology,2025,,,,,"<h4>Background</h4>Klinefelter syndrome (KS) is a sex chromosome abnormality disease, with a reported incidence of 0.1%-0.2%, while the prevalence of KS in male infertility patients is about 3.1%. Patients with KS are prone to experience metabolic abnormalities over time, such as obesity, diabetes, and metabolic syndrome, along with sexual dysfunction.<h4>Case presentation</h4>This report describe",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09106
pmid:41126907,Congenital ventral urethrocutaneous fistula: A case report.,PMID:41126907; DOI:10.1016/j.eucr.2025.103234,Urology case reports,2025,,,,,"Congenital urethrocutaneous fistulas are rare, with only around 63 reports in the medical literature. They differ from hypospadias in that the urethral meatus is in its correct position, but an additional opening is present along the urethra. The etiology is poorly understood, but surgical management is typically curative. This case report discusses a two-year-old boy with a congenital ventral ure",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09107
pmid:41853450,Deviated Uvula Resulting From Herpes Zoster Infection: A Case Report.,PMID:41853450; DOI:10.7759/cureus.103600,Cureus,2026,,,,,"The uvula is a soft tissue that freely hangs down from the soft palate posterior margin. It prevents the soft palate from entering the nasopharynx during sneezing and coughing. The uvula contains mucus glands, which help to keep the throat moist and facilitate swallowing. The uvula plays a vital role in speech and helps deflect foreign bodies accidentally entering the oral cavity by triggering the",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09108
pmid:41871008,Isolated Premature Menarche in a 17-Month-Old: A Case Report.,PMID:41871008; DOI:10.12659/ajcr.947844,The American journal of case reports,2026,,,,,BACKGROUND Vaginal bleeding in prepubertal girls is an uncommon finding and should always prompt thorough evaluation. Puberty is a complex physiological process resulting from maturation of the hypothalamic-pituitary-gonadal axis. Precocious puberty is defined as the early onset of secondary sexual characteristics before the age of 8 years in girls. The incidence ranges from 1 in 5000 to 1 in 10 0,,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09109
pmid:41736823,Accusafe guidewire for atrial septal puncture: dual-imaging safety and efficacy: a case report.,PMID:41736823; DOI:10.3389/fcvm.2026.1652997,Frontiers in cardiovascular medicine,2026,,,,,"A 74-year-old female with nonvalvular atrial fibrillation and heart failure, on rivaroxaban 20 mg/day, presented for left atrial appendage (LAA) closure due to recurrent hematomas despite anticoagulation therapy. This case report describes an innovative atrial septal puncture (ASP) technique utilizing the Accusafe guidewire (Synaptic Medical, Beijing, China) under combined fluoroscopic and intraca",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09110
pmid:41574100,Neurosarcoidosis with Recurrent Cranial Neuropathies as Primary Presentation: A Case Report.,PMID:41574100; DOI:10.1177/09727531251396251,Annals of neurosciences,2026,,,,,<h4>Introduction</h4>Sarcoidosis is defined as an immune-mediated disorder characterised by granulomatous inflammation of affected organs. Neurosarcoidosis is demographically reported in 5%-10% of all patients with primary sarcoidosis. A similar genetic mechanism for inflammation compared to active systemic tuberculosis suggests that identical inflammatory pathways are acting in both tuberculosis ,,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09111
pmid:41552032,Multidisciplinary Approach to Comprehensive Dental Care in Sturge-Weber Syndrome: A Case Report.,PMID:41552032; DOI:10.5005/jp-journals-10005-3345,International journal of clinical pediatric dentistry,2025,,,,,"<h4>Aim and background</h4>Sturge-Weber syndrome (SWS) is a rare neurological disorder characterized by vascular abnormalities affecting the brain, skin, and eyes. The condition presents significant medical and developmental challenges, often requiring multidisciplinary management to address its complex medical and dental manifestations.<h4>Case description</h4>This case report highlights the oral",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09112
pmid:41552218,Anesthetic Considerations in Congenital Myasthenic Syndrome: A Case Report.,PMID:41552218; DOI:10.7759/cureus.99454,Cureus,2025,,,,,"Congenital myasthenic syndrome poses unique anesthetic challenges. Most notably, this rare disease is heterogeneous. Affected individuals' responses to depolarizing and non-depolarizing neuromuscular blocking agents are poorly understood. Additionally, while neuraxial techniques may confer respiratory benefits due to their opioid-sparing profiles, it is unclear to what extent local anesthetics may",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09113
pmid:41669069,A Rare Case of Calcaneal Osteochondroma: Case Report.,PMID:41669069; DOI:10.13107/jocr.2026.v16.i02.6774,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Osteochondroma is the most common benign bone tumor, but its occurrence in the calcaneum is extremely rare. Delayed diagnosis is common due to its atypical location.<h4>Case report</h4>We report a 19-year-old male student who presented with a 2-year history of bony hard swelling, pain, and discomfort on walking over the inferomedial aspect of the right heel. On examination, th",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09114
pmid:41907641,Cervical yolk sac tumor: a case report and literature review.,PMID:41907641; DOI:10.3389/fonc.2026.1782181,Frontiers in oncology,2026,,,,,"<h4>Background</h4>Yolk sac tumor (YST) is the third most common highly malignant germ cell tumor, predominantly arising from the ovary and testis. The standard treatment for ovarian YST is surgery combined with BEP (bleomycin, etoposide, and cisplatin) chemotherapy in which bleomycin has a cumulative lifetime dose and pulmonary toxicity. Advancements in treatment have yielded favorable prognoses ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09115
pmid:41695787,Acromegaly-induced dilated cardiomyopathy presenting with heart failure as the cardinal symptom: A case report.,PMID:41695787; DOI:10.1177/2050313x261420035,SAGE open medical case reports,2026,,,,,"Acromegaly is a rare endocrine disorder caused by excessive secretion of growth hormone, resulting in elevated serum levels of hepatic insulin-like growth factor-1 (IGF-1). With an estimated annual incidence of approximately three cases per million individuals, the condition is associated with a significantly increased risk of cardiovascular complications, such as arrhythmias and acromegaly-induce",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09116
pmid:41362535,Dental Management of a Child With Temtamy Syndrome: A Case Report.,PMID:41362535; DOI:10.7759/cureus.96193,Cureus,2025,,,,,"Temtamy syndrome is a rare genetic disorder that follows an autosomal recessive pattern. It is characterized by intellectual disability, developmental delays, and distinctive facial features. It may also affect the eyes, heart, and skeletal system. This case report details the dental treatment of a four-year-old male patient recently diagnosed with Temtamy syndrome. The patient complained of denta",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09117
pmid:41840810,Congenital Limb Duplication and Spinal Dysraphism: A Rare Case Report Highlighting Single-Stage Multidisciplinary Surgery and Life-Changing Outcome.,PMID:41840810; DOI:10.12659/ajcr.951696,The American journal of case reports,2026,,,,,"BACKGROUND Congenital polymelia, defined as the presence of supernumerary limbs, is an exceedingly rare anomaly with an estimated incidence of less than 1 per million live births. Its coexistence with spinal dysraphism creates a complex clinical picture requiring intricate diagnostic workup and surgical planning. The purpose of this case report is to contribute to the existing literature on limb d",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09118
pmid:41497545,Foreign Body Impaction in the Pediatric Palate: A Case Report of a Frequently Misdiagnosed Condition.,PMID:41497545; DOI:10.1097/gox.0000000000007386,Plastic and reconstructive surgery. Global open,2026,,,,,"This case report aims to increase awareness about foreign body (FB) impaction in the pediatric palate. The significance of this clinical entity lies in the fact that it is frequently misdiagnosed as a palatal fistula or mass. Patients are therefore subjected to a variety of unnecessary investigations, for example, computed tomography scans and x-rays. In this case report, a 13-month-old boy was re",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09119
pmid:41674886,Atraumatic Maxillary Canine Root Repositioning as an Alternative to Orthodontic Forced Eruption: A Case Report.,PMID:41674886; DOI:10.1002/ccr3.72016,Clinical case reports,2026,,,,,"Preservation of natural teeth in the anterior region is often preferred over replacement with dental implants due to functional and esthetic considerations. Although orthodontic extrusion preserves soft tissue architecture, it may not be suitable in all cases. Atraumatic extrusion using minimally invasive extraction systems allows controlled coronal repositioning of teeth while preserving periodon",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09120
pmid:41768241,Renal metastasis of esophageal squamous cell carcinoma coexisting with adenoid cystic carcinoma: a case report and literature review.,PMID:41768241; DOI:10.3389/fonc.2026.1727349,Frontiers in oncology,2026,,,,,"Esophageal cancer is one of the common malignancies worldwide. It frequently metastasizes to the lungs and liver, as well as to distant sites such as bones, heart, and brain. Clinically, renal metastasis is rare, but it is more frequently observed in autopsy specimens. The present case report describes a rare case of renal metastasis from esophageal squamous cell carcinoma coexisting with adenoid ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09121
pmid:41267696,Metamizole-Induced Agranulocytosis: A Case Report.,PMID:41267696; DOI:10.7759/cureus.94983,Cureus,2025,,,,,"Metamizole, a widely used analgesic and antipyretic, has been associated with rare but potentially life-threatening hematological adverse reactions, such as agranulocytosis. This case report highlights the diagnostic complexity and clinical management of a patient who presented with neutropenic fever and concurrent multidrug-resistant infections, ultimately found to be related to metamizole-induce",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09122
pmid:41675143,Prior Roux-en-Y Gastric Bypass Patient With Duodenal Fistula After Perforated Duodenal Ulcer Case Report.,PMID:41675143; DOI:10.1155/cris/2055396,Case reports in surgery,2026,,,,,Perforated duodenal ulcers are a rare occurrence in patients with a history of Roux-en-Y gastric bypass (RNYGB). This case report is of a patient who had two separate presentations of perforated duodenal ulcer despite a history of RNYGB and who progressed to a high-output duodenal-cutaneous fistula after failing the second Graham patch. This highlights the impact ulcer disease can have even in RNY,,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09123
pmid:41604363,Fractional CO₂ Laser (SCAR3 Scanner) for a Hypertrophic Retracting Cleft Lip Scar: A Case Report.,PMID:41604363; DOI:10.12659/ajcr.950607,The American journal of case reports,2026,,,,,"BACKGROUND Scars, particularly those that are hypertrophic and retracting, are a major difficulty in dermatological and plastic surgery. Laser therapy offers a versatile approach to managing hypertrophic lip scars, addressing aspects of scar tissue, such as vascularity and collagen. CASE REPORT This case report describes a 43-year-old woman treated for a hypertrophic, retracting lip scar using fra",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09124
pmid:41815691,A Case Report on Unclassified Anatomical Sciatic Nerve Variant in Acetabulum Fracture.,PMID:41815691; DOI:10.13107/jocr.2026.v16.i03.6936,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Anatomical variations of the sciatic nerve are of significant clinical importance due to their implications in hip surgery, regional anesthesia, and the evaluation of sciatic neuropathies. The most widely accepted description of sciatic nerve-piriformis muscle relationships is the Beaton and Anson classification, which encompasses six recognized patterns. However, rare anatomi",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09125
pmid:41815685,Patient-specific Distal Tibia Prosthesis for Reconstruction in a Case of Recurrent Giant Cell Tumor - A Case Report.,PMID:41815685; DOI:10.13107/jocr.2026.v16.i03.6894,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>The advent of 3D-printed, patient-specific implants has revolutionized limb salvage surgeries, offering precise, personalized solutions for complex skeletal reconstructions.<h4>Case report</h4>We describe a case of 32-year-old lady with a recurrent distal tibia giant cell tumor. Wide resection followed by reconstruction with 3D-printed customized implant was performed. At 2-ye",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09126
pmid:41841090,Intentional Naproxen Overdose Causing Metabolic Acidosis: A Case Report.,PMID:41841090; DOI:10.7759/cureus.103545,Cureus,2026,,,,,"Naproxen is a widely available, over-the-counter medication often perceived as safe when used appropriately. However, in cases of overdose, especially when co-ingested with other substances, it may contribute to significant metabolic disturbances that are not commonly seen in nonsteroidal anti-inflammatory drug (NSAID) use. We describe the case of a 24-year-old female who presented to the Emergenc",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09127
pmid:41822473,Case Report: The entanglement of infection and autoimmunity: a case of Caplan syndrome.,PMID:41822473; DOI:10.3389/fimmu.2026.1715034,Frontiers in immunology,2026,,,,,"Caplan syndrome is a rare disorder characterized by the coexistence of pneumoconiosis and rheumatoid arthritis (RA), primarily observed in individuals with silica or coal dust exposure. Data on disease behavior in the context of incomplete or irregular immunosuppressive therapy remain limited. This case report describes a 56-year-old man with a history of mixed dust exposure and smoking who presen",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09128
pmid:41669104,Jugular foramen tumor causing isolated hypoglossal nerve palsy: a case report.,PMID:41669104; DOI:10.3389/fonc.2026.1635494,Frontiers in oncology,2026,,,,,"<h4>Background</h4>The etiology of hypoglossal nerve palsy is diverse, including trauma, infection, tumors, endocrine disorders, autoimmune diseases, and vascular lesions. Tumors in the jugular foramen region are rare and primarily include paragangliomas, schwannomas, or meningiomas. Isolated hypoglossal nerve palsy caused by a jugular foramen tumor is exceedingly rare. This report presents a uniq",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09129
pmid:41800096,Rhabdomyolysis secondary to chlorpheniramine maleate toxicity: a case report.,PMID:41800096; DOI:10.3389/fphar.2026.1770052,Frontiers in pharmacology,2026,,,,,"<h4>Background</h4>Chlorpheniramine maleate is a commonly used antiallergic drug; excessive ingestion can cause adverse effects such as hallucinations, tachycardia, central nervous system depression, and organ dysfunction. However, rhabdomyolysis induced by this drug is rarely reported. This study presents a case of rhabdomyolysis secondary to chlorpheniramine maleate poisoning.<h4>Case report</h4",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09130
pmid:41815652,Double Whammy: Rare in-Tandem Impalement Injuries to Ipsilateral Knee and Ankle in a Rural Farmer - A Case Report.,PMID:41815652; DOI:10.13107/jocr.2026.v16.i03.6900,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Impalement injuries are rare injuries and require immediate limb and life-saving measures. Time is of the essence in such cases, and such situations can be challenging for the emergency care providers.<h4>Case report</h4>We report an unusual case of 47-year-old male farmer who was brought to the emergency department with a rare combination of impalement injuries with metallic ",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09131
pmid:41815689,Proximal Rectus Femoris Avulsion Repair in a Collegiate Football Player: A Case Report.,PMID:41815689; DOI:10.13107/jocr.2026.v16.i03.6926,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Proximal rectus femoris avulsion injuries are uncommon injuries, and there is no consensus regarding the optimal management of these injuries among high-level athletes with a goal of returning to play at a high-level. This specifically has never been explored in athletes with demands specific to an American football offensive lineman.<h4>Case report</h4>A 20-year-old male Divi",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09132
pmid:41234498,Primary gallbladder paraganglioma: a case report.,PMID:41234498; DOI:10.1093/jscr/rjaf474,Journal of surgical case reports,2025,,,,,"Paragangliomas are rare neuroendocrine neoplasms arising from neural crest cells. Among these, primary gallbladder paragangliomas are extremely rare and are typically discovered incidentally during cholecystectomy. This case report describes a 37-year-old female presenting with biliary colic, who underwent laparoscopic cholecystectomy, which revealed a microscopic focus of paraganglioma. Immunohis",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09133
pmid:41783865,Delayed Diagnosis of Sheehan's Syndrome Following Postpartum Hemorrhage and Emergency Hysterectomy: A Case Report.,PMID:41783865; DOI:10.7759/cureus.102761,Cureus,2026,,,,,"This case report describes a 50-year-old woman diagnosed with Sheehan's syndrome, a rare form of hypopituitarism resulting from severe postpartum hemorrhage during a cesarean section in 2019, which led to cardiac arrest and emergency hysterectomy. Despite experiencing persistent fatigue, muscle pain, constipation, and mood changes for five years, her symptoms were repeatedly misattributed to anxie",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09134
pmid:41884319,Intracranial Metastasis of a Primary Mediastinal Seminoma Mimicking a Convexity Meningioma: A Case Report.,PMID:41884319; DOI:10.7759/cureus.105759,Cureus,2026,,,,,"Convexity germ cell tumors are exceedingly rare and may closely mimic meningiomas, particularly in young men. This case report presents a rare convexity germ cell tumor characterized by dural invasion and skull destruction. An 18-year-old man presented with headache and nausea. Neuroimaging demonstrated a right frontoparietal extra-axial mass accompanied by adjacent skull hyperostosis and signific",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09135
pmid:41479782,Primary hepatic osteosarcoma: a case report and literature review.,PMID:41479782; DOI:10.3389/fonc.2025.1669395,Frontiers in oncology,2025,,,,,"<h4>Background</h4>Extra-skeletal osteosarcoma (ESOS) is an uncommon malignant soft tissue tumor, primarily seen in the soft tissues of the extremities or the retroperitoneal region. Primary hepatic osteosarcoma (PHO), a unique subtype, is clinically exceedingly rare. Thus far, only isolated instances have been documented in the literature, with limited high-quality study data accessible. Furtherm",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09136
pmid:41647751,Unilateral common carotid artery agenesis: Case report of a rare incidental finding.,PMID:41647751; DOI:10.1016/j.radcr.2026.01.011,Radiology case reports,2026,,,,,"This case report follows a 60-year-old female with a history of hypertension, diabetes, and Factor V Leiden mutation with multiple prior deep vein thromboses (DVT) in the lower extremities who presented with right eye vision loss. Computed tomography angiogram (CTA) of the neck showed a 4 vessel arch anatomy with an absence of the left common carotid artery and separate origins of the left interna",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09137
pmid:40898842,Case Report and Literature Review: Intrathyroid Thymic Carcinoma.,PMID:40898842; DOI:10.1002/jcu.70069,Journal of clinical ultrasound : JCU,2026,,,,,"This case report details a case of intrathyroid thymic carcinoma (ITTC). ITTC is extremely rare with few reports. Diagnosis is difficult due to a lack of specific features and depends on pathology. A 36-year-old male was diagnosed. His condition and relevant tests are described. The tumor was removed, and he recovered well. This case report also discusses ITTC's characteristics, diagnosis, treatme",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09138
pmid:41717324,Stanford Type B Aortic Dissection in a Twin Pregnancy With Marfan Syndrome: A Rare Obstetric Emergency-A Case Report.,PMID:41717324; DOI:10.1155/crog/4069281,Case reports in obstetrics and gynecology,2026,,,,,The physiologic changes of pregnancy make pregnant women with Marfan syndrome (MFS) more vulnerable to complications of aortic disease. Significant hemodynamic changes in the third trimester and postpartum may explain the increased susceptibility to aortic complications during this time frame. The rate of cardiovascular complications in MFS is 2%-6%. We presented a case of Type B aortic dissection,,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09139
pmid:41868466,Cervical embryonal rhabdomyosarcoma beyond childhood: A case report and literature review.,PMID:41868466; DOI:10.1016/j.radcr.2026.02.029,Radiology case reports,2026,,,,,"Embryonal rhabdomyosarcoma (ERMS) arising from the uterine cervix is a rare malignancy, predominantly affecting children and adolescents. This case report highlights a rare presentation of cervical ERMS in an adult woman, emphasizing the importance of considering ERMS in the differential diagnosis of a cervical mass in adult women and highlights the critical role of a multidisciplinary treatment a",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09140
pmid:41824386,Rare Occurrence of Myxoma in Heart Transplant Recipient: A Case Report.,PMID:41824386; DOI:10.12659/ajcr.949982,The American journal of case reports,2026,,,,,BACKGROUND Cardiac myxomas are the most common primary cardiac tumors in the general population but are exceedingly rare in orthotopic heart transplant recipients. Fewer than 5 cases have been reported. Their pathogenesis in the setting of chronic immunosuppression remains unclear. CASE REPORT A 57-year-old woman with end-stage heart failure due to coronary artery disease underwent an orthotopic h,,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09141
pmid:41815716,Single-Stage Treatment of a Patellar Osteochondral Defect in an Adolescent Using Autologous Minced Cartilage - Platelet-Rich Plasma Scaffold Technique: A Case Report and Technical Considerations.,PMID:41815716; DOI:10.13107/jocr.2026.v16.i03.6960,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Osteochondral defects of the patella in pediatric patients are rare but clinically significant due to pain, mechanical symptoms, and potential long-term sequelae. Traditional two-stage approaches, such as autologous chondrocyte implantation, are often avoided in younger patients due to surgical burden and cost. This case report presents a single-stage biologic cartilage repair",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09142
pmid:41267344,Physiotherapy in Spinocerebellar Ataxia Following COVID-19: A Biomechanical and Biopsychosocial Case Report.,PMID:41267344; DOI:10.1002/pri.70122,Physiotherapy research international : the journal for researchers and clinicians in physical therapy,2026,,,,,"<h4>Background and purpose</h4>Spinocerebellar ataxia (SCA) is a progressive neurodegenerative disorder characterized by impaired postural control, coordination deficits, and functional limitations. Despite evidence supporting physiotherapy interventions, standardized rehabilitation protocols remain scarce. This case report explores the effects of an evidence-based physiotherapy program on functio",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09143
pmid:41869204,Right Ventricular Thrombus Presenting With Right Ventricular Failure in Septic Shock: A Case Report.,PMID:41869204; DOI:10.7759/cureus.103900,Cureus,2026,,,,,"We present a case report of refractory multifactorial shock initially managed as septic shock, requiring multidisciplinary collaboration when the diagnostic pathway was limited by acute kidney injury; the primary learning objective is to highlight clinical decision-making in shock when standard contrast imaging is contraindicated. Echocardiography revealed right ventricular failure with right vent",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09144
pmid:41669051,Deformity Correction in Ankylosing Spondylitis with Cervical Fracture: A Case Report.,PMID:41669051; DOI:10.13107/jocr.2026.v16.i02.6770,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Ankylosing spondylitis (AS) predisposes patients to unstable spinal fractures due to spinal rigidity and osteoporosis, often complicated by severe kyphotic deformity.<h4>Case report</h4>A 56-year-old man with AS presented with neck pain after a trivial fall. He had severe thoracic kyphosis, a rigid spine, and impaired horizontal gaze. Neurological examination was normal.Diagno",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09145
pmid:41509772,Post-traumatic Patellofemoral Ankylosis treated with Robotic Arm Assisted Patellofemoral Arthroplasty - A Case Report.,PMID:41509772; DOI:10.13107/jocr.2025.v15.i12.6526,Journal of orthopaedic case reports,2025,,,,,"<h4>Introduction</h4>This case report describes the procedure and 2-year outcome in a patient with bony patellofemoral ankylosis who underwent robotic arm-assisted patellofemoral arthroplasty (RA-PFA).<h4>Case report</h4>A 21-year-old male with Post-traumatic Patellofemoral Ankylosis with quadriceps contracture underwent RA-PFA with Quadriceps-plasty. Preoperatively, the patient had a flexion defo",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09146
pmid:41635359,A Case Report of a Patient Presenting With Extra-skeletal Myxoid Chondrosarcoma.,PMID:41635359; DOI:10.7759/cureus.100687,Cureus,2026,,,,,"Extra-skeletal myxoid chondrosarcoma (EMC) is a type of rare sarcoma of uncertain differentiation. This malignancy is marked by the growth of primitive chondroid cells forming multiple nodules within a rich myxoid matrix. It is distinguished by a specific translocation resulting in the fusion gene EWSR1::NR4A3, which is a distinctive molecular hallmark of EMC. EMC is categorised as an intermediate",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09147
pmid:41725193,Full-Mouth Reconstruction in Amelogenesis Imperfecta: A Case Report.,PMID:41725193; DOI:10.12659/ajcr.951835,The American journal of case reports,2026,,,,,"BACKGROUND Amelogenesis imperfecta is a rare condition with a genetic predisposition that impacts enamel production, mineralization, or maturation. This condition impacts the affected individual's dental aesthetics, functionality, and emotional health. A multidisciplinary approach is recommended for effective management and a positive prognosis for dental treatment. CASE REPORT This case involves ",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09148
pmid:41822669,Management of Ischemia and Necrosis Following Nonsurgical Rhinoplasty With Hyaluronic Acid: A Case Report.,PMID:41822669; DOI:10.7759/cureus.103290,Cureus,2026,,,,,"Nonsurgical rhinoplasty with hyaluronic acid (HA) is minimally invasive but may result in severe vascular complications such as ischemia and necrosis. This case report describes a 30-year-old female patient who developed ischemia and early necrosis of the nasal tip after HA injection. Treatment was initiated approximately 72 hours after the injection, and management included multipoint hyaluronida",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09149
pmid:41635423,Case Report of Rasmussen's Encephalitis With a Decade of Refractory Epilepsy and Hemispheric Atrophy.,PMID:41635423; DOI:10.1002/ccr3.71676,Clinical case reports,2026,,,,,"Rasmussen's encephalitis (RE) is a rare, chronic inflammatory neurological disorder affecting one cerebral hemisphere and presenting with drug-resistant epilepsy, progressive hemiparesis, and cognitive decline. This case report describes the clinical course and management of a 21-year-old patient with refractory epilepsy and progressive neurological deterioration due to RE, followed over 12 years.",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09150
