openalex_id,html_path,char_count,year,venue,source_batch,tags_modality,tags_method,title
W4200206252,research_ops/cache/fulltext/T203_W4200206252.html,69645,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Ductal Carcinoma in Situ: State-of-the-Art Review
W4200231728,research_ops/cache/fulltext/T203_W4200231728.html,7108,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Chest CT Cinematic Rendering of SARS-CoV-2 Pneumonia
W4200348311,research_ops/cache/fulltext/T203_W4200348311.html,75410,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,How We Do It: Managing the Indeterminate Renal Mass with the MRI Clear Cell Likelihood Score
W4200402643,research_ops/cache/fulltext/T203_W4200402643.html,53755,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Neurologic Effects of Gadolinium Retention in the Brain after Gadolinium-based Contrast Agent Administration
W4200416926,research_ops/cache/fulltext/T203_W4200416926.html,47233,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Local Extent of Prostate Cancer at MRI versus Prostatectomy Histopathology: Associations with Long-term Oncologic Outcomes
W4200475061,research_ops/cache/fulltext/T203_W4200475061.html,43974,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Improved Detection of Chronic Obstructive Pulmonary Disease at Chest CT Using the Mean Curvature of Isophotes
W4200481937,research_ops/cache/fulltext/T203_W4200481937.html,45139,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Automated Identification and Measurement Extraction of Pancreatic Cystic Lesions from Free-Text Radiology Reports Using Natural Language Processing
W4200545795,research_ops/cache/fulltext/T203_W4200545795.html,5100,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Ultra-High-Resolution CT to Detect Intracochlear New Bone Formation after Cochlear Implantation
W4200614969,research_ops/cache/fulltext/T203_W4200614969.html,54411,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Unsupervised Deep Learning for FOD-Based Susceptibility Distortion Correction in Diffusion MRI
W4205307011,research_ops/cache/fulltext/T203_W4205307011.html,82833,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Shadow-Consistent Semi-Supervised Learning for Prostate Ultrasound Segmentation
W4210943902,research_ops/cache/fulltext/T203_W4210943902.html,30350,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Utilization of Artificial Intelligence–based Intracranial Hemorrhage Detection on Emergent Noncontrast CT Images in Clinical Workflow
W4212805573,research_ops/cache/fulltext/T203_W4212805573.html,50855,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Quantification of the Thoracic Aorta and Detection of Aneurysm at CT: Development and Validation of a Fully Automatic Methodology
W4212822155,research_ops/cache/fulltext/T203_W4212822155.html,32292,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Deployed Deep Learning Kidney Segmentation for Polycystic Kidney Disease MRI
W4212919892,research_ops/cache/fulltext/T203_W4212919892.html,27608,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Automated Deep Learning Analysis for Quality Improvement of CT Pulmonary Angiography
W4213362239,research_ops/cache/fulltext/T203_W4213362239.html,29231,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Evaluating the Performance of a Convolutional Neural Network Algorithm for Measuring Thoracic Aortic Diameters in a Heterogeneous Population
W4214831717,research_ops/cache/fulltext/T203_W4214831717.html,49059,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,"Deep Learning for the Detection, Localization, and Characterization of Focal Liver Lesions on Abdominal US Images"
W4214897986,research_ops/cache/fulltext/T203_W4214897986.html,36454,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Development and Validation of Artificial Intelligence–based Method for Diagnosis of Mitral Regurgitation from Chest Radiographs
W4214924284,research_ops/cache/fulltext/T203_W4214924284.html,15970,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Automatic Brand Identification of Orthopedic Implants from Radiographs: Ready for the Next Step?
W4220819350,research_ops/cache/fulltext/T203_W4220819350.html,42362,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Development and Validation of an AI-driven Mammographic Breast Density Classification Tool Based on Radiologist Consensus
W4224289711,research_ops/cache/fulltext/T203_W4224289711.html,62320,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Artificial Intelligence with Statistical Confidence Scores for Detection of Acute or Subacute Hemorrhage on Noncontrast CT Head Scans
W4226439377,research_ops/cache/fulltext/T203_W4226439377.html,25978,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,MIMIR: Deep Regression for Automated Analysis of UK Biobank MRI Scans
W4226530565,research_ops/cache/fulltext/T203_W4226530565.html,85759,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Deep Diffusion MRI Registration (DDMReg): A Deep Learning Method for Diffusion MRI Registration
W4229011767,research_ops/cache/fulltext/T203_W4229011767.html,28822,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Deep Learning for Radiographic Measurement of Femoral Component Subsidence Following Total Hip Arthroplasty
W4229036772,research_ops/cache/fulltext/T203_W4229036772.html,56764,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,External Validation of Deep Learning Algorithms for Radiologic Diagnosis: A Systematic Review
W4229040416,research_ops/cache/fulltext/T203_W4229040416.html,11978,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Deep Learning–based Detection of Intravenous Contrast Enhancement on CT Scans
W4280641512,research_ops/cache/fulltext/T203_W4280641512.html,47387,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Toward Reduction in False-Positive Thyroid Nodule Biopsies with a Deep Learning–based Risk Stratification System Using US Cine-Clip Images
W4281479095,research_ops/cache/fulltext/T203_W4281479095.html,40591,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Application of a Domain-specific BERT for Detection of Speech Recognition Errors in Radiology Reports
W4281480984,research_ops/cache/fulltext/T203_W4281480984.html,51966,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Deep Radiomics–based Approach to the Diagnosis of Osteoporosis Using Hip Radiographs
W4281842339,research_ops/cache/fulltext/T203_W4281842339.html,62055,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Performance of a Chest Radiograph AI Diagnostic Tool for COVID-19: A Prospective Observational Study
W4283381652,research_ops/cache/fulltext/T203_W4283381652.html,4561,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,"Fully Automated 3D Vestibular Schwannoma Segmentation with and without Gadolinium-based Contrast Material: A Multicenter, Multivendor Study"
W4286210106,research_ops/cache/fulltext/T203_W4286210106.html,62973,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Deep Learning–based Assessment of Oncologic Outcomes from Natural Language Processing of Structured Radiology Reports
W4286210597,research_ops/cache/fulltext/T203_W4286210597.html,70161,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Rethinking Annotation Granularity for Overcoming Shortcuts in Deep Learning–based Radiograph Diagnosis: A Multicenter Study
W4287548791,research_ops/cache/fulltext/T203_W4287548791.html,5836,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,Learning Maximally Monotone Operators for Image Recovery
W4288058347,research_ops/cache/fulltext/T203_W4288058347.html,43625,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Performance of Multiple Pretrained BERT Models to Automate and Accelerate Data Annotation for Large Datasets
W4288070165,research_ops/cache/fulltext/T203_W4288070165.html,3018,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Erratum for: MIMIR: Deep Regression for Automated Analysis of UK Biobank MRI Scans
W4289550241,research_ops/cache/fulltext/T203_W4289550241.html,36278,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Longitudinal Assessment of Posttreatment Diffuse Glioma Tissue Volumes with Three-dimensional Convolutional Neural Networks
W4289550431,research_ops/cache/fulltext/T203_W4289550431.html,36298,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,A Proof-of-Concept Study of Artificial Intelligence–assisted Contour Editing
W4292088805,research_ops/cache/fulltext/T203_W4292088805.html,52923,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,The Cases for and against Artificial Intelligence in the Medical School Curriculum
W4292088819,research_ops/cache/fulltext/T203_W4292088819.html,34164,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Code and Data Sharing Practices in the Radiology Artificial Intelligence Literature: A Meta-Research Study
W4292958735,research_ops/cache/fulltext/T203_W4292958735.html,52200,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Mitigating Bias in Radiology Machine Learning: 1. Data Handling
W4293004928,research_ops/cache/fulltext/T203_W4293004928.html,52776,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Mitigating Bias in Radiology Machine Learning: 2. Model Development
W4293004949,research_ops/cache/fulltext/T203_W4293004949.html,60992,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Mitigating Bias in Radiology Machine Learning: 3. Performance Metrics
W4293005121,research_ops/cache/fulltext/T203_W4293005121.html,49014,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Fully Automated and Explainable Liver Segmental Volume Ratio and Spleen Segmentation at CT for Diagnosing Cirrhosis
W4293756517,research_ops/cache/fulltext/T203_W4293756517.html,50323,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Improved CT-based Osteoporosis Assessment with a Fully Automated Deep Learning Tool
W4293756703,research_ops/cache/fulltext/T203_W4293756703.html,45980,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Forging Connections in Latin America to Advance AI in Radiology
W4295980569,research_ops/cache/fulltext/T203_W4295980569.html,55941,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Automated Classification of Intramedullary Spinal Cord Tumors and Inflammatory Demyelinating Lesions Using Deep Learning
W4296708724,research_ops/cache/fulltext/T203_W4296708724.html,45737,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,"Visual Transformers and Convolutional Neural Networks for Disease Classification on Radiographs: A Comparison of Performance, Sample Efficiency, and Hidden Stratification"
W4297249536,research_ops/cache/fulltext/T203_W4297249536.html,27505,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),T028_cvpr_2022_source_S4363607701,medical_imaging,computer_vision|deep_learning,DeepLIIF: An Online Platform for Quantification of Clinical Pathology Slides
W4301187098,research_ops/cache/fulltext/T203_W4301187098.html,6055,2019,arXiv (Cornell University),T181_arxiv2019_medimg,preprint_broad,deep_learning,Analysing Deep Reinforcement Learning Agents Trained with Domain Randomisation
W4302004184,research_ops/cache/fulltext/T203_W4302004184.html,47663,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Patient-specific Hip Arthroplasty Dislocation Risk Calculator: An Explainable Multimodal Machine Learning–based Approach
W4302004698,research_ops/cache/fulltext/T203_W4302004698.html,27371,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,The University of California San Francisco Preoperative Diffuse Glioma MRI Dataset
W4304195579,research_ops/cache/fulltext/T203_W4304195579.html,113041,2024,Artificial Intelligence in Medicine,T171_2024_search_gen_path,medical_imaging|pathology,generative|deep_learning,Trustworthy clinical AI solutions: A unified review of uncertainty quantification in Deep Learning models for medical image analysis
W4306411207,research_ops/cache/fulltext/T203_W4306411207.html,86153,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Weakly supervised inference of personalized heart meshes based on echocardiography videos
W4306648046,research_ops/cache/fulltext/T203_W4306648046.html,145951,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Predictive uncertainty estimation for out-of-distribution detection in digital pathology
W4307286264,research_ops/cache/fulltext/T203_W4307286264.html,23390,2022,Nature Machine Intelligence,T177_NatMachIntell_2022_venue,machine_learning,deep_learning,Visual speech recognition for multiple languages in the wild
W4307921997,research_ops/cache/fulltext/T203_W4307921997.html,51333,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Exploring the Acceleration Limits of Deep Learning Variational Network–based Two-dimensional Brain MRI
W4307923846,research_ops/cache/fulltext/T203_W4307923846.html,47140,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,A Deep Learning Segmentation Pipeline for Cardiac T1 Mapping Using MRI Relaxation–based Synthetic Contrast Augmentation
W4307923847,research_ops/cache/fulltext/T203_W4307923847.html,30414,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Toward Foundational Deep Learning Models for Medical Imaging in the New Era of Transformer Networks
W4307930312,research_ops/cache/fulltext/T203_W4307930312.html,89262,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,DragNet: Learning-based deformable registration for realistic cardiac MR sequence generation from a single frame
W4307972630,research_ops/cache/fulltext/T203_W4307972630.html,79417,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),T028_cvpr_2022_source_S4363607701,medical_imaging,computer_vision|deep_learning|self_supervised,"DiRA: Discriminative, Restorative, and Adversarial Learning for Self-supervised Medical Image Analysis"
W4308731142,research_ops/cache/fulltext/T203_W4308731142.html,42620,2022,Radiology Artificial Intelligence,T177_Radiology_AI_2022_venue,clinical_imaging|radiology,deep_learning,Automated Inline Myocardial Segmentation of Joint T1 and T2 Mapping Using Deep Learning
W4309047868,research_ops/cache/fulltext/T203_W4309047868.html,22045,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,Net Reclassification Index Statistics Do Not Help Assess New Risk Models
W4309048189,research_ops/cache/fulltext/T203_W4309048189.html,58001,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,Deep Learning to Simulate Contrast-enhanced Breast MRI of Invasive Breast Cancer
W4309628135,research_ops/cache/fulltext/T203_W4309628135.html,117523,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,On the usability of synthetic data for improving the robustness of deep learning-based segmentation of cardiac magnetic resonance images
W4309880580,research_ops/cache/fulltext/T203_W4309880580.html,119929,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Multi-site cross-organ calibrated deep learning (MuSClD): Automated diagnosis of non-melanoma skin cancer
W4309949350,research_ops/cache/fulltext/T203_W4309949350.html,201509,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Data synthesis and adversarial networks: A review and meta-analysis in cancer imaging
W4310330211,research_ops/cache/fulltext/T203_W4310330211.html,7375,2022,IEEE Transactions on Medical Imaging,T177_TMI_2022_venue,medical_imaging,deep_learning|computational_biomedicine,A 3D Mathematical Breast Texture Model With Parameters Automatically Inferred From Clinical Breast CT Images
W4310358279,research_ops/cache/fulltext/T203_W4310358279.html,135717,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Factorizer: A scalable interpretable approach to context modeling for medical image segmentation
W4310361166,research_ops/cache/fulltext/T203_W4310361166.html,50119,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,Detection of Post-COVID-19 Lung Abnormalities: Photon-counting CT versus Same-Day Energy-integrating Detector CT
W4310910018,research_ops/cache/fulltext/T203_W4310910018.html,104359,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Deep reinforcement learning for cerebral anterior vessel tree extraction from 3D CTA images
W4310937706,research_ops/cache/fulltext/T203_W4310937706.html,27045,2022,Nature Medicine,T177_NatMed_2022_venue,clinical_translational,computational_biomedicine,Patient stratification for determining optimal second-line and third-line therapy for type 2 diabetes: the TriMaster study
W4311185331,research_ops/cache/fulltext/T203_W4311185331.html,59308,2022,npj Digital Medicine,T177_npj_DM_2022_venue,clinical_translational,deep_learning,Longitudinal cardio-respiratory fitness prediction through wearables in free-living environments
W4311555309,research_ops/cache/fulltext/T203_W4311555309.html,5724,2022,arXiv (Cornell University),T177_arxiv2022_medimg,preprint_broad,deep_learning,Solving Sample-Level Out-of-Distribution Detection on 3D Medical Images
W4311946198,research_ops/cache/fulltext/T203_W4311946198.html,27052,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,Radiology 2040
W4311993121,research_ops/cache/fulltext/T203_W4311993121.html,58556,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,Radiographic Cortical Thickness Index Predicts Fragility Fracture in Gaucher Disease
W4311993840,research_ops/cache/fulltext/T203_W4311993840.html,72712,2022,Radiology,T177_Radiology_2022_venue,clinical_imaging|radiology,deep_learning,<sup>99m</sup>Tc Bone-Avid Tracer Cardiac Scintigraphy: Role in Noninvasive Diagnosis of Transthyretin Cardiac Amyloidosis
W4312053268,research_ops/cache/fulltext/T203_W4312053268.html,102303,2022,Nature Medicine,T177_NatMed_2022_venue,clinical_translational,computational_biomedicine,Human loss-of-function variants in the serotonin 2C receptor associated with obesity and maladaptive behavior
W4312055131,research_ops/cache/fulltext/T203_W4312055131.html,197290,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,HYDI-DSI revisited: Constrained non-parametric EAP imaging without q-space re-gridding
W4312083192,research_ops/cache/fulltext/T203_W4312083192.html,182508,2022,Medical Image Analysis,T177_MedIA_2022_venue,medical_imaging,deep_learning|computational_biomedicine,Robust endoscopic image mosaicking via fusion of multimodal estimation
W4312203675,research_ops/cache/fulltext/T203_W4312203675.html,40453,2022,npj Digital Medicine,T177_npj_DM_2022_venue,clinical_translational,deep_learning,Characterization of multi-domain postoperative recovery trajectories after cardiac surgery using a digital platform
W4313214568,research_ops/cache/fulltext/T203_W4313214568.html,23033,2022,Nature Machine Intelligence,T177_NatMachIntell_2022_venue,machine_learning,deep_learning,Detecting multiple retinal diseases in ultra-widefield fundus imaging and data-driven identification of informative regions with deep learning
W4313447532,research_ops/cache/fulltext/T203_W4313447532.html,6183,2022,arXiv (Cornell University),T177_arxiv2022_medimg,preprint_broad,deep_learning,A Comparison Study of Deep CNN Architecture in Detecting of Pneumonia
W4327583885,research_ops/cache/fulltext/T203_W4327583885.html,160358,2023,Journal of Cleaner Production,T171_2023_search_sci_agent,machine_learning,agents|foundation_models,"Lignocellulosic biomass from agricultural waste to the circular economy: a review with focus on biofuels, biocomposites and bioplastics"
W4353064306,research_ops/cache/fulltext/T203_W4353064306.html,6168,2023,Radiology Artificial Intelligence,T173_Radiology_AI_2023_venue,clinical_imaging|radiology,deep_learning|foundation_models,Impact of Different Mammography Systems on Artificial Intelligence Performance in Breast Cancer Screening
W4362606390,research_ops/cache/fulltext/T203_W4362606390.html,96016,2023,Nature,T171_2023_search_sci_agent,machine_learning,agents|foundation_models,Lung adenocarcinoma promotion by air pollutants
W4388188751,research_ops/cache/fulltext/T203_W4388188751.html,62018,2023,Medical Image Analysis,T173_MedIA_2023_venue,medical_imaging,deep_learning|computational_biomedicine,Signal domain adaptation network for limited-view optoacoustic tomography
W4388562874,research_ops/cache/fulltext/T203_W4388562874.html,140265,2023,Medical Image Analysis,T173_MedIA_2023_venue,medical_imaging,deep_learning|computational_biomedicine,Automatic registration with continuous pose updates for marker-less surgical navigation in spine surgery
W4388869218,research_ops/cache/fulltext/T203_W4388869218.html,26704,2023,Nature Computational Science,T173_NatComputSci_2023_venue,machine_learning,deep_learning,Identification and analysis of 3D pores in packed particulate materials
W4389688203,research_ops/cache/fulltext/T203_W4389688203.html,185640,2023,Medical Image Analysis,T173_MedIA_2023_venue,medical_imaging,deep_learning|computational_biomedicine,"CoNIC Challenge: Pushing the frontiers of nuclear detection, segmentation, classification and counting"
W4389802804,research_ops/cache/fulltext/T203_W4389802804.html,104856,2023,npj Digital Medicine,T173_npj_DM_2023_venue,clinical_translational,foundation_models,Challenges and prospects of visual contactless physiological monitoring in clinical study
W4390660438,research_ops/cache/fulltext/T203_W4390660438.html,155181,2024,Telematics and Informatics Reports,T171_2024_search_fed_health,clinical_translational,federated_privacy|deep_learning,Modern computing: Vision and challenges
W4390807037,research_ops/cache/fulltext/T203_W4390807037.html,58140,2024,AIMS Public Health,T171_2024_search_gen_path,medical_imaging|pathology,generative|deep_learning,"Machine learning and deep learning-based approach in smart healthcare: Recent advances, applications, challenges and opportunities"
W4399187767,research_ops/cache/fulltext/T203_W4399187767.html,166513,2024,Redox Biology,T171_2024_search_mm_bio,clinical_translational,deep_learning|foundation_models,Ferroptosis in health and disease
W4399564385,research_ops/cache/fulltext/T203_W4399564385.html,22796,2024,The Lancet Oncology,T171_2024_search_mm_bio,clinical_translational,deep_learning|foundation_models,"Artificial intelligence and radiologists in prostate cancer detection on MRI (PI-CAI): an international, paired, non-inferiority, confirmatory study"
W4400734262,research_ops/cache/fulltext/T203_W4400734262.html,11796,2024,Radiology Artificial Intelligence,T171_Radiology_AI_2024_venue_slice,clinical_imaging|radiology,computational_biomedicine|deep_learning|foundation_models,Open Access Data and Deep Learning for Cardiac Device Identification on Standard DICOM and Smartphone-based Chest Radiographs
W4400880443,research_ops/cache/fulltext/T203_W4400880443.html,63969,2024,Nature,T031_nature_2024,biomedical_science,computational_biomedicine,Neural general circulation models for weather and climate
W4400944866,research_ops/cache/fulltext/T203_W4400944866.html,7975,2024,Nature,T031_nature_2024,biomedical_science,computational_biomedicine,AI models fed AI-generated data quickly spew nonsense
W4401406616,research_ops/cache/fulltext/T203_W4401406616.html,368677,2024,Signal Transduction and Targeted Therapy,T171_2024_search_mm_bio,clinical_translational,deep_learning|foundation_models,Cell–cell communication: new insights and clinical implications
W4402816242,research_ops/cache/fulltext/T203_W4402816242.html,916,2024,IEEE Transactions on Medical Imaging,T171_TMI_2024_venue_slice,medical_imaging,computational_biomedicine|deep_learning,CTLESS: A Scatter-Window Projection and Deep Learning-Based Transmission-Less Attenuation Compensation Method for Myocardial Perfusion SPECT
W4402875125,research_ops/cache/fulltext/T203_W4402875125.html,118606,2024,Nature Machine Intelligence,T171_NatMachIntell_2024_venue_slice,machine_learning,deep_learning|foundation_models|agents,Development of AI-assisted microscopy frameworks through realistic simulation with pySTED
W4402926399,research_ops/cache/fulltext/T203_W4402926399.html,91444,2024,Nature Machine Intelligence,T171_NatMachIntell_2024_venue_slice,machine_learning,deep_learning|foundation_models|agents,Sliding-attention transformer neural architecture for predicting T cell receptor–antigen–human leucocyte antigen binding
W4403104684,research_ops/cache/fulltext/T203_W4403104684.html,108251,2024,Nature Machine Intelligence,T171_NatMachIntell_2024_venue_slice,machine_learning,deep_learning|foundation_models|agents,Engineering flexible machine learning systems by traversing functionally invariant paths
W4403258436,research_ops/cache/fulltext/T203_W4403258436.html,65301,2024,Communications Medicine,T032_comm_med_2024,clinical_translational,computational_biomedicine,Methodological choices and clinical usefulness for machine learning predictions of outcome in Internet-based cognitive behavioural therapy
W4403922429,research_ops/cache/fulltext/T203_W4403922429.html,157692,2024,Nature Medicine,T171_NatMed_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,A multi-modal single-cell and spatial expression map of metastatic breast cancer biopsies across clinicopathological features
W4404105438,research_ops/cache/fulltext/T203_W4404105438.html,101055,2024,Nature,T031_nature_2024,biomedical_science,computational_biomedicine,Automated real-world data integration improves cancer outcome prediction
W4404134492,research_ops/cache/fulltext/T203_W4404134492.html,79700,2024,PLOS Digital Health,T171_2024_search_gen_path,medical_imaging|pathology,generative|deep_learning,Bias in medical AI: Implications for clinical decision-making
W4404179934,research_ops/cache/fulltext/T203_W4404179934.html,67292,2024,IEEE Transactions on Medical Imaging,T171_TMI_2024_venue_slice,medical_imaging,computational_biomedicine|deep_learning,Physics-Informed Score-Based Diffusion Model for Limited-Angle Reconstruction of Cardiac Computed Tomography
W4404188735,research_ops/cache/fulltext/T203_W4404188735.html,49792,2024,Nature Machine Intelligence,T171_NatMachIntell_2024_venue_slice,machine_learning,deep_learning|foundation_models|agents,Reusability report: exploring the utility of variational graph encoders for predicting molecular toxicity in drug design
W4404224696,research_ops/cache/fulltext/T203_W4404224696.html,73205,2024,Nature Medicine,T171_NatMed_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,TRBC1-CAR T cell therapy in peripheral T cell lymphoma: a phase 1/2 trial
W4404349982,research_ops/cache/fulltext/T203_W4404349982.html,173954,2024,Science,T031_science_2024,biomedical_science,computational_biomedicine,Sequence modeling and design from molecular to genome scale with Evo
W4404566873,research_ops/cache/fulltext/T203_W4404566873.html,140126,2024,Nature Medicine,T171_NatMed_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,An organotypic atlas of human vascular cells
W4404567078,research_ops/cache/fulltext/T203_W4404567078.html,123493,2024,Nature Medicine,T171_NatMed_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,Spatially resolved single-cell atlas unveils a distinct cellular signature of fatal lung COVID-19 in a Malawian population
W4404733612,research_ops/cache/fulltext/T203_W4404733612.html,57641,2024,npj Digital Medicine,T171_npj_DM_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,A Primer on Reinforcement Learning in Medicine for Clinicians
W4404905131,research_ops/cache/fulltext/T203_W4404905131.html,59123,2024,Nature Medicine,T171_NatMed_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,Hypothalamic deep brain stimulation augments walking after spinal cord injury
W4405001388,research_ops/cache/fulltext/T203_W4405001388.html,68559,2024,npj Digital Medicine,T171_npj_DM_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,Leveraging natural language processing to aggregate field safety notices of medical devices across the EU
W4405014208,research_ops/cache/fulltext/T203_W4405014208.html,63832,2024,npj Digital Medicine,T171_npj_DM_2024_venue_slice,clinical_translational,computational_biomedicine|foundation_models,Probing the limits and capabilities of diffusion models for the anatomic editing of digital twins
